start_time,end_time,latency
1729704143.071789,1729704143.1294599,0.05767083168029785
1729704143.129461,1729704143.183381,0.05392003059387207
1729704143.183381,1729704143.24084,0.05745887756347656
1729704143.24084,1729704143.294683,0.053843021392822266
1729704143.294684,1729704143.349819,0.05513501167297363
1729704143.34982,1729704143.403334,0.05351400375366211
1729704143.4033349,1729704143.459858,0.05652308464050293
1729704143.459859,1729704143.5114958,0.05163693428039551
1729704143.511497,1729704143.5634072,0.0519101619720459
1729704143.563408,1729704143.6142871,0.05087924003601074
1729704143.6142879,1729704143.666616,0.05232810974121094
1729704143.6666172,1729704143.719136,0.05251884460449219
1729704143.719137,1729704143.769933,0.0507960319519043
1729704143.7699342,1729704143.8217301,0.05179595947265625
1729704143.821731,1729704143.8742,0.05246901512145996
1729704143.874201,1729704143.927706,0.05350494384765625
1729704143.927707,1729704143.9806561,0.05294919013977051
1729704143.9806578,1729704144.032518,0.05186009407043457
1729704144.0325189,1729704144.084912,0.052393198013305664
1729704144.0849128,1729704144.135749,0.05083632469177246
1729704144.1357498,1729704144.188405,0.05265522003173828
1729704144.188406,1729704144.240297,0.05189108848571777
1729704144.240298,1729704144.2916,0.05130195617675781
1729704144.291602,1729704144.3475788,0.05597686767578125
1729704144.34758,1729704144.399251,0.05167102813720703
1729704144.399253,1729704144.4537401,0.05448722839355469
1729704144.453742,1729704144.507204,0.05346202850341797
1729704144.507205,1729704144.5612428,0.05403780937194824
1729704144.561244,1729704144.612759,0.05151510238647461
1729704144.61276,1729704144.664285,0.05152487754821777
1729704144.664286,1729704144.7362618,0.0719759464263916
1729704144.7362628,1729704144.790963,0.05470013618469238
1729704144.790964,1729704144.84619,0.05522608757019043
1729704144.8461912,1729704144.897629,0.0514378547668457
1729704144.89763,1729704144.962077,0.06444692611694336
1729704144.962077,1729704145.012579,0.05050206184387207
1729704145.0125802,1729704145.064827,0.052246809005737305
1729704145.064828,1729704145.116801,0.05197310447692871
1729704145.116802,1729704145.169112,0.05230998992919922
1729704145.1691132,1729704145.221193,0.05207991600036621
1729704145.221194,1729704145.27299,0.05179595947265625
1729704145.272991,1729704145.32431,0.051319122314453125
1729704145.324312,1729704145.3785138,0.05420184135437012
1729704145.378515,1729704145.431534,0.053019046783447266
1729704145.431535,1729704145.4833002,0.05176520347595215
1729704145.4833012,1729704145.559509,0.07620787620544434
1729704145.55951,1729704145.613347,0.05383706092834473
1729704145.613348,1729704145.664522,0.05117392539978027
1729704145.6645231,1729704145.716005,0.05148196220397949
1729704145.7160058,1729704145.7852,0.06919431686401367
1729704145.7852008,1729704145.838382,0.05318117141723633
1729704145.8383832,1729704145.889021,0.05063772201538086
1729704145.8890219,1729704145.978223,0.08920121192932129
1729704145.978225,1729704146.029975,0.05174994468688965
1729704146.029977,1729704146.0835588,0.05358171463012695
1729704146.08356,1729704146.1425312,0.05897116661071777
1729704146.142532,1729704146.193117,0.05058479309082031
1729704146.1931179,1729704146.249057,0.0559391975402832
1729704146.249058,1729704146.3018398,0.05278182029724121
1729704146.301842,1729704146.353538,0.051696062088012695
1729704146.3535402,1729704146.4048269,0.05128669738769531
1729704146.404829,1729704146.458276,0.05344700813293457
1729704146.4582772,1729704146.510077,0.051799774169921875
1729704146.510078,1729704146.561929,0.05185103416442871
1729704146.56193,1729704146.613086,0.051156044006347656
1729704146.613088,1729704146.667074,0.0539860725402832
1729704146.667076,1729704146.723999,0.05692291259765625
1729704146.724001,1729704146.775765,0.05176401138305664
1729704146.7757661,1729704146.831289,0.055522918701171875
1729704146.83129,1729704146.934119,0.1028289794921875
1729704146.93412,1729704146.9875681,0.05344820022583008
1729704146.9875689,1729704147.0383732,0.05080437660217285
1729704147.038374,1729704147.112514,0.07414007186889648
1729704147.112515,1729704147.164695,0.05218005180358887
1729704147.1646972,1729704147.2168489,0.05215167999267578
1729704147.2168498,1729704147.270659,0.053809165954589844
1729704147.2706602,1729704147.333782,0.06312179565429688
1729704147.333786,1729704147.385432,0.05164599418640137
1729704147.3854332,1729704147.4364119,0.050978660583496094
1729704147.436414,1729704147.487801,0.05138707160949707
1729704147.487802,1729704147.538922,0.05112004280090332
1729704147.538924,1729704147.595051,0.056127071380615234
1729704147.595053,1729704147.650363,0.05531001091003418
1729704147.650363,1729704147.7019,0.05153703689575195
1729704147.701901,1729704147.753807,0.05190610885620117
1729704147.753809,1729704147.807512,0.05370306968688965
1729704147.807513,1729704147.858717,0.05120396614074707
1729704147.858718,1729704147.910922,0.052204132080078125
1729704147.910924,1729704147.962382,0.051458120346069336
1729704147.962383,1729704148.053107,0.09072399139404297
1729704148.053109,1729704148.105501,0.052392005920410156
1729704148.105502,1729704148.166371,0.06086921691894531
1729704148.166372,1729704148.2191281,0.05275607109069824
1729704148.219131,1729704148.2723231,0.053192138671875
1729704148.272324,1729704148.3265831,0.05425906181335449
1729704148.326584,1729704148.418423,0.09183883666992188
1729704148.418425,1729704148.470071,0.05164599418640137
1729704148.470072,1729704148.523125,0.05305290222167969
1729704148.5231261,1729704148.57449,0.05136394500732422
1729704148.5744908,1729704148.634181,0.059690237045288086
